task_id,status,attempts,final_level,provider,model,prompt_tokens,completion_tokens,total_tokens,trace
generate-random-point-in-a-circle_python3,repair_fail,3,CDS,local_qwen,local_qwen,1152,6144,7296,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
convert-integer-to-the-sum-of-two-no-zero-integers_python3,repair_fail,3,CDS,local_qwen,local_qwen,1279,6144,7423,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
find-bottom-left-tree-value_python3,repair_fail,3,CDS,local_qwen,local_qwen,1195,6144,7339,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:TypeError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
binary-tree-level-order-traversal-ii_python3,repair_fail,3,CDS,local_qwen,local_qwen,1238,5805,7043,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:TypeError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:TypeError -> max_context_reached
find-first-palindromic-string-in-the-array_python3,repair_success,1,TAC,local_qwen,local_qwen,404,1937,2341,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_success
number-of-pairs-of-strings-with-concatenation-equal-to-target_python3,repair_success,3,CDS,local_qwen,local_qwen,2083,6144,8227,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:NameError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_success
minimum-difference-between-highest-and-lowest-of-k-scores_python3,repair_fail,3,CDS,local_qwen,local_qwen,1746,6144,7890,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
maximize-number-of-nice-divisors_python3,repair_fail,3,CDS,local_qwen,local_qwen,1547,6144,7691,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
number-complement_python3,repair_fail,3,CDS,local_qwen,local_qwen,1166,6144,7310,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
reachable-nodes-with-restrictions_python3,repair_fail,3,CDS,local_qwen,local_qwen,1697,6144,7841,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
ways-to-split-array-into-good-subarrays_python3,repair_fail,3,CDS,local_qwen,local_qwen,1216,6144,7360,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:WrongAnswer -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
kth-largest-element-in-an-array_python3,repair_success,1,TAC,local_qwen,local_qwen,326,1310,1636,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_success
number-of-ways-of-cutting-a-pizza_python3,repair_fail,3,CDS,local_qwen,local_qwen,2031,6144,8175,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:NameError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
partition-string-into-substrings-with-values-at-most-k_python3,repair_fail,3,CDS,local_qwen,local_qwen,1276,6144,7420,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
check-if-string-is-transformable-with-substring-sort-operations_python3,repair_fail,3,CDS,local_qwen,local_qwen,1919,6144,8063,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
palindrome-pairs_python3,repair_fail,3,CDS,local_qwen,local_qwen,1623,6144,7767,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
remove-duplicates-from-sorted-array-ii_python3,repair_fail,3,CDS,local_qwen,local_qwen,1727,6144,7871,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
find-the-value-of-the-partition_python3,repair_success,1,TAC,local_qwen,local_qwen,510,1359,1869,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_success
all-elements-in-two-binary-search-trees_python3,repair_fail,3,CDS,local_qwen,local_qwen,1206,6144,7350,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
pascals-triangle_python3,repair_success,1,TAC,local_qwen,local_qwen,356,2048,2404,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_success
string-compression-ii_python3,repair_fail,3,CDS,local_qwen,local_qwen,1966,6144,8110,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:NameError -> max_context_reached
binary-tree-inorder-traversal_python3,repair_fail,3,CDS,local_qwen,local_qwen,1013,6144,7157,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
find-all-possible-recipes-from-given-supplies_python3,repair_fail,3,CDS,local_qwen,local_qwen,2429,6144,8573,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
check-if-point-is-reachable_python3,repair_fail,3,CDS,local_qwen,local_qwen,1200,6144,7344,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
baseball-game_python3,repair_success,3,CDS,local_qwen,local_qwen,2495,6115,8610,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_success
maximum-elegance-of-a-k-length-subsequence_python3,repair_fail,3,CDS,local_qwen,local_qwen,2611,6144,8755,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
split-linked-list-in-parts_python3,repair_fail,3,CDS,local_qwen,local_qwen,1907,6144,8051,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
removing-minimum-and-maximum-from-array_python3,repair_fail,3,CDS,local_qwen,local_qwen,1676,6144,7820,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:NameError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:NameError -> max_context_reached
minimum-index-sum-of-two-lists_python3,repair_fail,3,CDS,local_qwen,local_qwen,1987,6144,8131,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:WrongAnswer -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
frog-position-after-t-seconds_python3,repair_fail,3,CDS,local_qwen,local_qwen,2378,6144,8522,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> max_context_reached
sort-an-array_python3,repair_fail,3,CDS,local_qwen,local_qwen,1216,6144,7360,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:WrongAnswer -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
arithmetic-slices-ii-subsequence_python3,repair_success,1,TAC,local_qwen,local_qwen,460,2048,2508,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_success
maximum-performance-of-a-team_python3,repair_fail,3,CDS,local_qwen,local_qwen,2001,6144,8145,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:WrongAnswer -> max_context_reached
largest-positive-integer-that-exists-with-its-negative_python3,repair_fail,3,CDS,local_qwen,local_qwen,1260,6144,7404,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
find-closest-node-to-given-two-nodes_python3,repair_fail,3,CDS,local_qwen,local_qwen,1879,6144,8023,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
self-dividing-numbers_python3,repair_fail,3,CDS,local_qwen,local_qwen,1122,6144,7266,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
find-the-middle-index-in-array_python3,repair_fail,3,CDS,local_qwen,local_qwen,1534,6144,7678,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
can-place-flowers_python3,repair_fail,3,CDS,local_qwen,local_qwen,1189,6144,7333,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:WrongAnswer -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
lexicographical-numbers_python3,repair_fail,3,CDS,local_qwen,local_qwen,943,6144,7087,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:NameError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:NameError -> max_context_reached
fibonacci-number_python3,repair_fail,3,CDS,local_qwen,local_qwen,1260,6144,7404,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:TypeError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:TypeError -> max_context_reached
check-if-two-string-arrays-are-equivalent_python3,repair_success,3,CDS,local_qwen,local_qwen,1351,5985,7336,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:AttributeError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_success
partition-labels_python3,repair_fail,3,CDS,local_qwen,local_qwen,1330,6144,7474,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
moving-stones-until-consecutive-ii_python3,repair_fail,3,CDS,local_qwen,local_qwen,1668,6144,7812,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
longest-happy-prefix_python3,repair_success,3,CDS,local_qwen,local_qwen,1199,6144,7343,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:WrongAnswer -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_success
arithmetic-slices-ii-subsequence_python3,repair_fail,3,CDS,local_qwen,local_qwen,1327,6144,7471,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
sum-of-absolute-differences-in-a-sorted-array_python3,repair_fail,3,CDS,local_qwen,local_qwen,1440,6144,7584,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
lexicographically-smallest-string-after-substring-operation_python3,repair_fail,3,CDS,local_qwen,local_qwen,1810,6144,7954,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
maximum-of-absolute-value-expression_python3,repair_success,1,TAC,local_qwen,local_qwen,477,1570,2047,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_success
sliding-window-median_python3,repair_fail,3,CDS,local_qwen,local_qwen,2505,6144,8649,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:NameError -> max_context_reached
next-greater-element-i_python3,repair_fail,3,CDS,local_qwen,local_qwen,1833,6144,7977,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
partition-array-into-three-parts-with-equal-sum_python3,repair_fail,3,CDS,local_qwen,local_qwen,1460,6144,7604,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:NameError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
kth-missing-positive-number_python3,repair_fail,3,CDS,local_qwen,local_qwen,1302,6144,7446,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:NameError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
linked-list-in-binary-tree_python3,repair_fail,3,CDS,local_qwen,local_qwen,1926,6144,8070,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
removing-minimum-and-maximum-from-array_python3,repair_success,3,CDS,local_qwen,local_qwen,1695,6144,7839,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:WrongAnswer -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:AttributeError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_success
sort-an-array_python3,repair_success,1,TAC,local_qwen,local_qwen,377,1408,1785,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_success
4sum-ii_python3,repair_fail,3,CDS,local_qwen,local_qwen,1683,6144,7827,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
count-the-repetitions_python3,repair_fail,3,CDS,local_qwen,local_qwen,1616,6144,7760,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:WrongAnswer -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
minimum-cost-to-cut-a-stick_python3,repair_fail,3,CDS,local_qwen,local_qwen,1865,6144,8009,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
fizz-buzz_python3,repair_fail,3,CDS,local_qwen,local_qwen,1149,6144,7293,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
remove-duplicates-from-sorted-array-ii_python3,repair_fail,3,CDS,local_qwen,local_qwen,1530,6144,7674,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:NameError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
minimum-bit-flips-to-convert-number_python3,repair_success,1,TAC,local_qwen,local_qwen,587,1011,1598,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_success
length-of-the-longest-valid-substring_python3,repair_fail,3,CDS,local_qwen,local_qwen,1897,6144,8041,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
corporate-flight-bookings_python3,repair_success,1,TAC,local_qwen,local_qwen,587,2048,2635,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_success
koko-eating-bananas_python3,repair_fail,3,CDS,local_qwen,local_qwen,1218,6144,7362,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
powerful-integers_python3,repair_fail,3,CDS,local_qwen,local_qwen,1353,6144,7497,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:WrongAnswer -> max_context_reached
add-edges-to-make-degrees-of-all-nodes-even_python3,repair_fail,3,CDS,local_qwen,local_qwen,1826,6144,7970,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
split-linked-list-in-parts_python3,repair_fail,3,CDS,local_qwen,local_qwen,1921,6144,8065,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
check-if-there-is-a-valid-partition-for-the-array_python3,repair_fail,3,CDS,local_qwen,local_qwen,1278,6144,7422,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
k-similar-strings_python3,repair_fail,3,CDS,local_qwen,local_qwen,1561,6144,7705,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:TypeError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
check-if-string-is-transformable-with-substring-sort-operations_python3,repair_success,1,TAC,local_qwen,local_qwen,523,2048,2571,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_success
